INAME	GENE	CHROMO	HongGuo SK1 mitosis MycMcd1 ChIP +NZ 	HongGuo SK1 mitosis NZ MycMcd1p ChIP
iHx203I		8	  2.19	  2.25
YJR020W		10	  0.82	  0.98
YJL003W		10	  7.49	  8.81
iAx074I		1	  1.30	
YNR009W		14	  5.26	  5.19
iGx180I		7	  0.67	  0.73
YDL166C		4	  1.00	  0.87
YDR249C		4	  1.00	  1.07
YNL195C		14	  0.57	  0.51
iKx169I		11	  0.59	  0.53
iGx246I		7	  1.50	  1.39
YER140W		5	  0.51	  0.56
iMx352I		13	  1.27	  1.01
YJR021C	REC107	10	  0.79	  0.75
YIL046W	MET30	9	  0.62	  0.60
YJL004C	SYS1	10	 10.22	 10.60
iMx418I		13	  0.50	  0.54
YOL152W	FRE7	15	  1.06	  1.10
YPL110C		16	  0.74	  0.77
iOx601I		15	  1.33	  1.36
YOR235W	SNR17A	15	  0.72	  0.57
iBx366I		2	  1.06	  1.26
iLx395I		12	  0.62	
iBx032I		2	  1.02	  1.10
YDR183W		4	  1.35	  1.44
iLx061I		12	  0.94	  0.85
YIL047C	SYG1	9	  1.28	  1.46
iDx615I		4	  0.73	  0.62
YOL153C		15	  1.04	  1.09
iLx127I		12	  0.75	  0.85
iHx204I		8	  1.26	  1.17
iNx310I		14	  1.40	  1.44
iAx075I		1	  1.26	  1.30
YDR184C	ATC1	4	  0.85	  0.81
iGx181I		7	  1.35	  1.48
YDL167C	NRP1	4	  0.78	  0.79
YNL196C	SLZ1	14	  0.44	  0.44
iGx247I		7	  0.59	  0.59
YER141W	COX15	5	  0.86	  0.78
iMx353I		13	  0.48	  0.49
YOR170W		15	  1.61	  1.89
iMx419I				  0.50
iOx602I		15	  1.07	  1.15
YOR236W	DFR1	15	  1.10	
iBx367I		2	  0.57	  0.53
iLx396I		12	  0.64	  0.55
iDx550I		4	  0.81	  0.91
iBx033I		2	  0.66	  0.67
YER142C	MAG1	5	  1.61	  1.72
iLx062I		12	  6.89	  7.60
iDx616I		4	  1.76	  1.51
YOR171C	LCB4	15	  1.24	  1.07
iLx128I		12	  1.18	  1.23
iHx205I		8	  1.24	  1.30
iNx311I		14	  2.17	  2.64
YJR022W	LSM8	10	  1.00	  1.04
YJL005W	CYR1	10	  1.87	  2.31
iAx076I		1	  1.40	  1.37
YDR185C		4	  0.68	  0.73
YPL111W	CAR1	16	  0.57	  0.41
iGx182I		7	  1.48	  1.66
YNL197C	WHI3	14	  0.59	  0.56
iGx248I		7	  0.71	  0.68
iMx354I				  0.65
YJR023C		10	  0.92	  1.04
YIL048W	NEO1	9	  1.42	  1.32
iMx020I		13	  1.93	  2.52
YJL006C	CTK2	10	  1.36	  1.45
YOL154W		15	  0.78	  0.81
YPL112C		16	  0.64	  0.61
iOx603I		15	  1.57	  1.77
YOR237W	HES1	15	  1.03	  0.97
iBx368I		2	  0.63	  0.54
YEL060C	PRB1	5	  0.84	  1.00
iLx397I		12	  0.69	
iDx551I		4	  0.74	  0.62
iBx034I		2	  0.44	  0.44
YDL168W	SFA1	4	  1.23	  1.25
iLx063I		12	  1.96	  2.29
iHx140I		8	  0.59	  0.62
iDx617I		4	  0.98	  1.13
YOL155C		15	  0.91	  0.86
iLx129I		12	  0.81	  0.90
iHx206I		8	  1.09	  1.32
iNx312I		14	  3.69	  5.21
iAx077I		1	  0.95	  1.06
YDR186C		4	  1.07	  1.06
iGx183I		7	  1.41	  1.55
YDL169C	UGX2	4	  0.89	  0.89
YNL198C		14	  0.75	  0.72
iGx249I		7	  0.69	  0.75
YER143W	DDI1	5	  1.88	  1.99
iMx355I		13	  0.72	  0.80
YJR024C		10	  1.17	
YIL049W	DFG10	9	  0.44	  0.44
YJL007C				  1.21
iMx021I		13	  0.67	  0.67
YOR172W		15	  0.65	  0.59
YPR130C		16	  0.73	  0.64
YPL113C		16	  0.87	  0.85
iOx604I		15	  1.18	  1.27
YOR238W		15	  0.51	  0.59
iBx369I		2	  0.91	  0.84
YEL061C	CIN8	5	  1.13	  1.11
iLx398I		12	  0.57	  0.55
iDx552I		4	  0.73	  0.66
iBx035I		2	  0.49	  0.44
YER144C	UBP5	5	  1.32	  1.42
iLx064I		12	  2.15	  3.26
iHx141I		8	  0.71	  0.63
iDx618I		4	  1.26	
iHx207I		8	  1.06	  1.08
iNx313I		14	  1.42	  1.47
iAx078I		1	  0.89	  0.73
YDR187C		4	  0.76	  0.78
iGx184I		7	  1.08	  1.42
iMx290I		13	  0.49	  0.41
YNL199C	GCR2	14	  0.62	  0.64
iMx356I		13	  1.05	  0.91
YOL090W	MSH2	15	  1.04	  1.15
YJR025C	BNA1	10	  1.35	  1.30
iMx022I		13	  0.55	  0.52
YOR173W		15	  1.45	  1.33
YJL008C	CCT8	10	  1.17	  1.22
YPR131C	NAT3	16	  0.70	
YOL156W	HXT11	15	  0.77	  0.90
iOx605I		15	  0.97	  1.03
YOR239W		15	  0.74	  0.64
iLx399I		12	  0.34	  0.38
iDx553I		4	  1.25	  1.20
iBx036I		2	  0.90	  0.75
YER145C	FTR1	5	  0.53	  0.56
iLx065I		12	  3.98	  4.09
iHx142I		8	  0.70	  0.63
iDx619I		4	  0.76	  0.84
YOL157C		15	  1.18	  1.20
iHx208I		8	  0.91	  0.97
iNx314I		14	  0.96	  1.06
iAx079I		1	  2.82	
iGx185I		7	  0.93	  1.15
YPL114W		16	  0.73	  0.78
iMx291I		13	  0.36	  0.35
YEL062W	NPR2	5	  1.12	  1.06
YFL020C	PAU5	6	  1.52	  1.56
iMx357I		13	  0.56	  0.53
YOL091W	SPO21	15	  0.58	  0.60
iOx540I		15	  0.86	  1.06
iMx023I		13	  1.14	  1.22
iIx100I		9	  0.81	  0.67
YOR174W	MED4	15	  1.59	  1.48
YPL115C	BEM3	16	  1.25	  1.20
iOx606I		15	  1.17	  1.23
YEL063C	CAN1	5	  0.83	  0.87
iDx554I		4	  1.42	  1.56
iBx037I		2	  1.12	
YDR188W	CCT6	4	  0.43	  0.47
iLx066I		12	  3.14	  3.45
iHx143I		8	  0.56	
iDx220I		4	  2.50	  2.69
YOR175C		15	  1.35	  1.27
YOL158C		15	  0.89	  0.77
iHx209I		8	  1.46	  1.25
iNx315I		14	  0.74	
YJR026W		10	  1.19	  1.27
YJL009W		10	  1.11	  1.07
YPR132W	RPS23B	16	  1.09	  0.98
iGx186I		7	  0.48	  0.43
YER080W		5	  0.94	  1.00
iMx292I		13	  1.73	  1.87
iMx358I				  1.50
YER146W	LSM5	5	  0.70	  0.62
YOL092W		15	  0.43	  0.47
YPL050C	MNN9	16	  0.67	  0.65
iOx541I		15	  0.79	  0.77
iMx024I		13	  0.78	  0.68
iIx101I		9	  0.68	  0.58
YPR133C		16	  0.85	  0.75
iOx607I		15	  1.19	  1.34
YEL064C		5	  1.57	  1.95
iDx555I		4	  1.21	  1.16
iBx038I		2	  0.94	  0.99
YDR189W	SLY1	4	  1.48	  1.43
YER147C		5	  0.44	  0.48
iLx067I		12	  4.01	  4.82
iHx144I		8	  0.79	  0.89
iDx221I		4	  0.97	  0.87
iNx250I		14	  0.89	  0.96
YOL159C		15	  1.19	  1.12
YFL021W	GAT1	6	  1.30	  1.23
iNx316I		14	  1.51	  1.72
YJR027W		10	  1.50	  1.54
YLR210W	CLB4	12	  1.20	  1.10
iGx187I		7	  0.79	  0.81
YPL116W	HOS3	16	  1.27	  1.45
iMx293I		13	  0.74	  0.64
YER081W	SER3	5	  1.37	  1.36
YFL022C	FRS2	6	  1.87	  1.88
iMx359I		13	  1.43	  1.46
YKL170W	MRPL38	11	  1.53	  1.84
YOL093W		15	  0.56	  0.45
iIx102I		9	  1.33	  1.41
iOx542I		15	  2.39	  2.86
iMx025I		13	  1.26	  1.52
YOR176W	HEM15	15	  0.55	  0.49
YLR211C		12	  0.83	  0.65
YPL117C	IDI1	16	  1.29	  1.26
iOx608I		15	  1.48	  1.55
iDx490I		4	  0.71	  0.83
YER082C		5	  1.25	  1.27
iDx556I		4	  0.55	  0.53
iBx039I		2	  0.84	  0.94
YOL094C	RFC4	15	  0.46	  0.44
iLx068I		12	  1.92	  4.24
iHx145I		8	  0.79	  0.83
iDx222I		4	  0.76	  0.90
YOR177C		15	  1.27	  1.35
iNx251I		14	  1.21	  1.37
iNx317I		14	  1.29	  1.37
YJR028W		10	  1.02	  1.33
YPL051W	ARL3	16	  1.09	  0.91
iPx500I		16	  0.79	  0.76
YPR134W	MSS18	16	  0.71	  0.73
iGx188I		7	  1.27	  1.15
iMx294I		13	  0.77	  0.60
YEL065W	SIT1	5	  2.09	  1.95
YBL100C		2	  0.67	  0.56
YER148W	SPT15	5	  1.33	  1.08
YKL171W		11	  1.34	  1.35
iOx543I		15	  0.69	  0.83
iMx026I		13	  0.60	  0.71
iIx103I		9	  0.56	  0.53
YLR212C	TUB4	12	  0.67	  0.51
iDx491I		4	  0.54	  0.54
YER083C		5	  0.64	  0.56
iDx557I		4	  0.71	  0.70
YER149C	PEA2	5	  1.21	  1.24
YOL095C	HMI1	15	  0.52	  0.56
iLx069I		12	 13.00	 16.26
iHx146I		8	  0.54	  0.50
iDx223I		4	  0.53	  0.53
YOR178C	GAC1	15	  0.85	  0.84
YFR040W	SAP155	6	  0.86	  0.82
iNx252I		14	  0.70	  0.58
YFL023W		6	  2.11	  2.02
iNx318I		14	  0.88	  0.92
YJR029W		10	  1.51	  1.50
YPL052W		16	  0.61	  0.57
iPx501I		16	  0.66	  0.76
YPR135W	CTF4	16	  0.89	  1.07
iGx189I		7	  1.00	  1.02
YPL118W	MRP51	16	  1.31	  1.31
iMx295I		13	  0.52	  0.49
YFR041C		6	  1.37	  1.70
YEL066W	HPA3	5	  0.99	  0.89
YER056C-A	RPL34A	5	  0.70	  0.60
YBL101C	ECM21	2	  0.75	  0.79
YFL024C	EPL1	6	  0.96	  1.19
YKL172W	EBP2	11	  0.90	  0.94
YPL053C	KTR6	16	  0.49	  0.55
iIx104I		9	  0.70	  0.64
iOx544I		15	  0.82	  0.85
iMx027I		13	  0.92	
YPR136C		16	  0.87	  1.00
YLR213C	CRR1	12	  0.52	  0.38
iOx210I		15	  1.29	  1.25
YPL119C	DBP1	16	  0.80	  0.79
iDx492I		4	  0.49	  0.51
iHx081I		8	  0.93	  0.95
YEL067C		5	  0.92	  0.99
iDx558I		4	  0.61	  0.64
YOL096C	COQ3	15	  0.50	  0.48
iHx147I		8	  1.77	  1.57
iDx224I		4	  0.93	
YOR179C		15	  0.56	  0.50
iNx253I		14	  0.97	  0.83
iJx330I		10	  0.60	  0.62
YPR070W	MED1	16	  0.65	  0.67
iNx319I		14	  1.08	  1.11
iPx502I		16	  1.73	  1.90
iMx296I		13	  1.48	
YER084W		5	  0.56	  0.48
YFL025C	BST1	6	  1.31	  1.30
YGL250W		7	  1.19	  1.19
YKL173W	SNU114	11	  0.64	  0.72
iMx028I		13	  0.92	  0.92
iOx545I		15	  1.28	  1.38
iIx105I		9	  0.85	  0.91
iOx211I		15	  0.90	  0.85
iDx493I		4	  0.61	  0.66
YER085C		5	  0.48	  0.51
iHx082I		8	  1.41	  1.56
YEL068C		5	  1.25	  1.21
iDx559I		4	  0.57	  0.74
YGL251C				  0.86
YOL097C	WRS1	15	  0.55	  0.54
YKL174C		11	  0.83	  0.90
iHx148I		8	  0.92	  0.74
iDx225I		4	  0.60	  0.53
YFR042W		6	  0.95	  1.14
iNx254I		14	  0.82	
iJx331I		10	  1.32	  1.43
YBL102W	SFT2	2	  1.01	  0.94
YPR071W		16	  0.93	  0.78
YPL054W	LEE1	16	  0.72	  0.73
iPx503I		16	  0.69	  0.70
YPR137W	RRP9	16	  1.08	  1.24
YLR214W	FRE1	12	  1.15	  1.10
iMx297I		13	  2.37	  2.99
YFR043C		6	  1.53	  1.72
YBR120C	CBP6	2	  2.15	  2.27
iOx480I		15	  1.31	  1.25
iIx040I		9	  0.67	  0.64
YPL055C		16	  0.49	  0.41
iOx546I		15	  1.06	  1.17
iMx029I		13	  0.79	  0.73
iIx106I		9	  0.94	  0.83
YPR138C	MEP3	16	  1.14	  1.11
YLR215C		12	  1.38	  1.33
iOx212I		15	  1.46	  1.79
iDx494I		4	  0.65	  0.67
iHx083I		8	  1.30	  1.06
iDx160I		4	  0.74	  0.73
YEL069C	HXT13	5	  0.91	  0.79
YOL098C		15	  1.34	  1.37
YGL252C	RTG2	7	  1.91	  2.14
iDx226I		4	  1.45	  1.61
iNx255I		14	  1.68	  1.74
iJx332I		10	  1.17	  0.90
YGR001C		7	 11.71	 12.35
YFL026W	STE2	6	  1.69	  1.68
YPR072W	NOT5	16	  1.30	  1.46
YIL015C-A		9	  1.03	  0.98
iPx504I		16	  1.23	  1.47
iMx298I		13	  0.55	  0.46
YER086W	ILV1	5	  0.71	  0.74
YFR044C		6	  0.96	  0.92
YBR121C	GRS1	2	  1.25	  1.03
YBL104C		2	  0.92	  0.85
iOx481I		15	  0.83	  0.73
iIx041I		9	  1.16	  1.04
YFL027C		6	  0.90	  0.91
YPR073C	LTP1	16	  2.25	  2.49
YKL175W		11	  0.88	  0.88
YPL056C		16	  0.60	  0.54
iOx547I		15	  1.20	  1.26
iIx107I		9	  0.65	  0.45
YPR139C		16	  0.73	  0.70
YLR216C	CPR6	12	  0.72	  0.70
iOx213I		15	  0.99	  1.05
iDx495I		4	  1.02	  1.04
iDx161I		4	  0.95	  1.07
iHx084I		8	  1.16	  1.35
iNx190I		14	  0.62	  0.50
YOL099C		15	  3.32	  4.14
YKL176C		11	  0.73	  0.77
iDx227I		4	  1.22	  1.40
iNx256I		14	  1.90	  1.74
iJx333I		10	  0.66	  0.62
YGR002C		7	  6.27	  6.88
YLR150W	STM1	12	  1.56	  1.48
iPx505I		16	  1.38	  1.29
iMx299I		13	  0.61	  0.62
YER087W		5	  1.44	  1.47
YBR122C	MRPL36	2	  0.78	  0.70
iIx042I				  0.79
iOx482I		15	  0.96	  0.97
YGR270W	YTA7	7	  0.58	  0.73
YFL028C	CAF16	6	  1.18	  1.02
YBL105C	PKC1	2	  1.11	  1.03
YGL253W				  1.41
YPR074C	TKL1	16	  1.14	
YLR151C		12	  5.21	  5.22
YPL057C	SUR1	16	  0.56	  0.56
iIx108I		9	  1.14	  1.29
iOx548I		15	  0.92	  0.95
iOx214I		15	  0.93	  0.89
iDx496I		4	  0.64	  0.81
YER088C	DOT6	5	  0.89	  0.96
iHx085I		8	  1.56	  1.31
iDx162I		4	  0.40	  0.41
iNx191I		14	  0.82	  0.79
iDx228I		4	  0.82	  0.82
iNx257I				  0.49
iJx334I		10	  0.45	  0.52
YFR045W		6	  1.34	  1.28
iPx440I		16	  0.96	  0.94
iPx506I		16	  1.12	  0.98
YLR217W		12	  1.22	  1.16
YBL040C	ERD2	2	  0.94	  0.82
YFR046C		6	  1.24	  1.25
YBR123C	TFC1	2	  0.67	
iOx483I		15	  0.49	  0.48
iEx120I		5	  0.95	  1.08
iIx043I		9	  0.86	  0.88
YGR271W		7	  1.12	  1.17
YFL029C	CAK1	6	  1.17	  1.39
YBL106C	SRO77	2	  1.19	  1.17
YPR075C	OPY2	16	  0.70	  0.59
YLR152C		12	  3.13	  3.52
YGL254W	FZF1	7	  0.70	
YKL177W		11	  0.91	  1.00
YPL058C	PDR12	16	  0.78	  0.88
iOx549I		15	  0.65	  0.75
iIx109I		9	  0.74	  0.83
YLR218C		12	  1.23	  1.12
YGR003W		7	  6.23	  6.62
iOx215I		15	  2.64	  2.94
iDx497I		4	  1.52	  1.64
YER089C				  0.94
iHx086I		8	  1.03	  1.37
iDx163I		4	  0.48	  0.46
YGR272C		7	  1.44	  1.38
iNx192I				  0.52
YKL178C	STE3	11	  0.84	  1.05
iDx229I		4	  0.63	  0.62
iNx258I		14	  0.56	  0.48
iJx335I		10	  0.87	  0.99
iPx441I		16	  0.62	  0.59
iJx001I		10	  1.40	  1.51
YMR110C		13	  1.70	  1.74
iPx507I		16	  0.71	  0.54
YFR047C		6	  0.90	  0.98
iOx484I		15	  0.90	  0.72
iIx044I		9	  0.62	  0.70
iEx121I		5	  1.56	  1.36
YBL107C		2	  1.31	  1.25
YGL255W				  0.71
iOx150I		15	  0.79	  0.69
YGR004W		7	  9.13	 10.76
iOx216I		15	  1.02	  1.10
iDx498I		4	  0.47	  0.43
YGL190C	CDC55	7	  1.00	
iHx087I		8	  1.70	  1.75
iDx164I		4	  0.62	  0.61
YGR273C		7	  1.33	  1.36
iNx193I		14	  0.70	  0.63
iJx270I		10	  1.46	  1.79
YKL179C		11	  3.45	  3.83
YBL041W	PRE7	2	  0.77	  0.78
YBR124W		2	  0.89	  0.67
iNx259I				  0.60
iJx336I		10	  0.80	  0.66
YGR005C	TFG2	7	  7.59	  8.73
iPx442I		16	  0.89	  0.85
iJx002I		10	  1.43	  1.69
YPR076W		16	  0.68	  0.62
YMR111C		13	  0.76	  0.77
YPL059W	GRX5	16	  1.77	  1.85
iPx508I		16	  1.12	  1.01
YLR219W		12	  1.52	  1.57
YBL042C	FUI1	2	  0.80	  0.78
YBR125C	PTC4	2	  0.60	  0.58
iOx485I		15	  1.60	  1.84
iIx045I		9	  0.81	  0.84
iEx122I		5	  1.18	  1.25
YPR077C		16	  0.61	
YLR154C		12	  0.66	  0.61
YGL256W	ADH4	7	  0.71	
iOx151I		15	  1.69	  1.96
iOx217I		15	  1.25	
iDx499I		4	  0.95	  0.78
iHx088I		8	  0.74	
iDx165I		4	  0.41	  0.47
YGR274C	TAF145	7	  0.90	  0.84
iNx194I		14	  0.85	  0.86
iJx271I		10	  0.65	  0.60
YGL257C	MNT2	7	  1.83	
iJx337I		10	  1.18	  0.93
YFR048W		6	  1.08	  1.03
YBL108W		2	  1.15	  1.20
iPx443I		16	  0.76	  0.63
iLx520I		12	  0.79	  0.86
iJx003I		10	  1.06	  1.08
YMR112C	MED11	13	  0.59	  0.54
iPx509I		16	  1.12	  1.27
YNL320W		14	  0.85	  0.67
YBR060C	ORC2	2	  0.68	  0.73
YGL191W	COX13	7	  1.24	  1.29
YBR126C	TPS1	2	  1.09	  0.90
iOx486I		15	  1.22	  1.21
iIx046I		9	  0.61	  0.65
iEx123I		5	  1.51	  1.41
YPR078C		16	  0.47	  0.49
YLR155C	ASP3-1	12	  0.69	  0.65
iOx152I		15	  1.62	  1.80
YGR006W	PRP18	7	  3.33	  3.73
iOx218I		15	  1.42	  1.26
iHx089I		8	  1.66	  1.46
iDx166I		4	  1.17	  1.38
iNx195I		14	  0.63	  0.62
iJx272I		10	  1.23	  1.23
YBL043W	ECM13	2	  1.56	  1.15
iJx338I		10	  0.82	  1.09
YFR049W	YMR31	6	  2.07	  2.20
YBL109W		2	  1.80	  1.71
iPx444I		16	  1.67	  1.44
iLx521I		12	  0.74	  0.56
iJx004I		10	  0.61	  0.59
iPx110I		16	  0.84	  0.80
YNL321W		14	  0.68	  0.58
YBR061C		2	  1.89	
YGL192W	IME4	7	  0.99	
YBR127C	VMA2	2	  0.57	  0.64
iOx487I		15	  1.02	  1.08
iIx047I		9	  0.66	  0.52
iEx124I		5	  1.43	  1.46
YGR275W	RTT102	7	  0.64	  0.66
YDR310C	SUM1	4	  1.39	  1.31
YGL258W		7	  1.26	  1.06
iOx153I		15	  0.94	  0.75
iKx230I		11	  1.00	  0.79
YCL001W	RER1	3	  2.41	  2.37
YNL322C	KRE1	14	  0.62	  0.55
iOx219I		15	  1.00	  0.94
YML030W		13	  0.61	  0.61
YGR007W	MUQ1	7	  6.53	  7.01
YMR113W		13	  0.83	  0.88
YGL193C		7	  0.82	  0.65
iDx167I		4	  0.57	  0.51
YGR276C	RNH70	7	  0.75	  0.69
iNx196I		14	  0.85	  1.02
iJx273I		10	  1.17	  1.05
YBL044W		2	  0.77	  0.65
YCL002C		3	  4.65	  6.08
YLR090W	XDJ1	12	  0.65	  0.58
iJx339I		10	  0.64	  0.71
YGR008C	STF2	7	  5.20	
iPx445I		16	  0.81	  0.70
iLx522I		12	  1.08	  1.05
iJx005I		10	  1.66	  1.78
YPR079W		16	  0.56	  0.53
YLR156W		12	  0.75	  0.74
YMR114C		13	  0.80	  0.80
iPx111I		16	  1.03	  1.48
YBR062C		2	  1.13	  1.02
YBL045C	COR1	2	  0.65	  0.67
YBR128C	APG14	2	  0.65	
iOx488I		15	  0.62	  0.64
iIx048I		9	  0.73	  0.73
iEx125I		5	  1.33	  1.60
YLR157C	ASP3-2	12	  1.34	  1.28
YGL259W	YPS5	7	  1.58	  1.82
iOx154I		15	  0.59	  0.51
iKx231I		11	  1.36	  1.72
YML031W	NDC1	13	  0.69	  0.63
YGL194C	HOS2	7	  1.75	  1.93
iDx168I		4	  1.62	  1.67
YGR277C		7	  0.42	  0.45
iNx197I		14	  1.17	  1.24
iJx274I		10	  0.97	  0.97
YCR020C	PET18	3	  1.32	  1.29
iPx380I		16	  1.19	  1.22
YLR091W		12	  0.69	  0.73
YGR009C	SEC9	7	  4.55	  5.31
YML032C	RAD52	13	  0.90	  0.87
YDR311W	TFB1	4	  0.67	  0.68
iLx523I		12	  0.94	  1.00
iJx006I		10	  1.06	  0.93
iPx446I		16	  2.14	  1.92
iPx112I		16	  1.21	  1.37
YNL323W		14	  0.72	  0.71
YBR063C		2	  1.07	
iEx060I		5	  0.77	  0.70
YBR129C	OPY1	2	  0.79	  0.79
iOx489I				  0.69
iIx049I		9	  1.18	  1.21
iEx126I		5	  1.21	  1.06
iOx155I		15	  0.54	  0.50
iKx232I		11	  0.53	  0.56
YCL003W		3	  6.52	  6.31
YMR115W		13	  1.24	  1.57
iDx169I		4	  0.63	  0.63
iNx198I		14	  0.67	  0.53
iJx275I		10	  1.14	  1.30
YBL046W		2	  1.09	  1.01
YCR021C	HSP30	3	  2.07	  2.05
iPx381I		16	  0.44	  0.54
YLR092W	SUL2	12	  1.01	  1.11
YMR050C		13	  1.70	  1.73
YDR312W	SSF2	4	  1.14	  1.26
iPx447I		16	  1.23	  1.03
iLx524I		12	  0.67	  0.67
iJx007I		10	  0.90	  0.98
YMR116C	ASC1	13	  0.93	  0.92
iPx113I		16	  1.64	  1.59
YNL324W		14	  0.70	  0.67
iEx061I		5	  0.74	
YBL047C		2	  1.35	  1.41
YLR093C	NYV1	12	  1.01	  0.98
YGL195W	GCN1	7	  1.08	  1.05
iOx090I		15	  0.71	  0.66
iEx127I		5	  0.81	  0.76
YGR278W		7	  0.81	  0.84
YDR313C	PIB1	4	  1.40	  1.56
iGx310I		7	  0.93	  1.17
iOx156I		15	  0.72	  0.73
iKx233I		11	  0.87	  0.86
YCL004W	PGS1	3	  5.64	  5.59
YNL325C	FIG4	14	  0.60	  0.57
YML033W		13	  1.04	  1.08
YIL110W		9	  2.01	  1.88
YGR279C	SCW4	7	  0.70	  0.77
YBR064W		2	  0.96	  0.70
iNx199I		14	  0.83	  0.82
iJx276I		10	  1.20	  1.16
iBx430I		2	  1.01	  1.11
YCR022C		3	  1.51	  1.47
iPx382I				  0.58
YHR170W	NMD3	8	  1.27	  1.24
YMR051C		13	  1.27	  1.34
YDL230W	PTP1	4	  0.47	  0.52
iPx448I		16	  0.88	  0.82
iLx525I		12	  0.60	  0.61
iJx008I		10	  1.06	  1.14
YMR117C	SPC24	13	  0.49	  0.48
iPx114I		16	  1.66	  1.72
YBR065C	ECM2	2	  0.74	  0.69
iEx062I		5	  0.80	  0.70
YLR094C	GIS3	12	  0.61	  0.56
YGL196W		7	  0.51	  0.47
iOx091I		15	  0.83	  0.78
YDL231C		4	  1.31	  1.34
iEx128I		5	  0.86	  0.96
YDR314C		4	  0.81	  0.85
YNL260C		14	  2.21	  1.98
iOx157I		15	  1.08	  1.00
iKx234I		11	  0.55	  0.65
iGx311I		7	  1.06	  1.22
YCL005W		3	  3.52	  3.80
YNL326C		14	  1.07	  0.95
YIL111W	COX5B	9	  0.97	  0.84
YML034W	SRC1	13	  0.94	  0.95
YOR300W		15	  0.87	
iJx277I		10	  1.19	  1.15
iBx431I		2	  0.99	  0.85
YCR023C		3	  1.11	  1.25
YBL048W		2	  1.12	  0.90
iPx383I		16	  1.38	  1.48
iLx460I		12	  1.77	  1.94
iFx020I		6	  2.75	  3.52
YHR171W	APG7	8	  2.09	  2.12
YCL006C		3	  1.43	  1.56
YML035C	AMD1	13	  0.73	  0.66
iPx449I		16	  0.85	  0.58
iLx526I		12	  0.29	  0.33
iJx009I		10	  1.23	  1.25
YMR118C		13	  0.80	  0.71
iPx115I		16	  1.25	  1.33
YBR066C	NRG2	2	  0.64	
iGx580I		7	  1.04	  1.04
iEx063I		5	  0.71	  0.77
YLR095C		12	  0.63	  0.70
YGL197W	MDS3	7	  0.59	  0.56
iOx092I		15	  0.69	  0.71
iEx129I				  1.00
YDR315C	IPK1	4	  0.59	
iOx158I		15	  1.02	  0.95
iKx235I		11	  0.84	  0.81
iGx312I		7	  1.25	  1.03
YMR052W	FAR3	13	  0.94	  0.92
YIL112W		9	  0.85	  0.80
YOR301W	RAX1	15	  0.78	  0.78
iJx278I		10	  0.58	  0.59
iBx432I		2	  1.49	  1.53
YCR024C		3	  1.03	  0.99
YBL049W		2	  1.05	  1.13
iPx384I		16	  0.85	  0.80
iLx461I		12	  1.52	  1.76
iFx021I		6	  0.93	  0.98
YHR172W	SPC97	8	  0.68	  0.61
YCL007C	CWH36	3	  1.95	  1.77
YMR053C	STB2	13	  0.75	  0.78
YDL232W	OST4	4	  1.08	  1.24
iLx527I		12	  1.18	  1.10
YNL261W	ORC5	14	  1.64	  1.59
iPx116I		16	  1.38	  1.69
YNL327W	EGT2	14	  1.25	  1.20
YNR010W	CSE2	14	  5.56	  6.32
YBR067C	TIP1	2	  1.10	  1.18
iGx581I		7	  0.71	  0.89
iEx064I		5	  1.73	  1.82
YHR173C		8	  1.01	  1.03
YDR250C		4	  0.43	  0.48
YGL198W		7	  0.48	  0.44
iOx093I		15	  0.37	
iKx170I		11	  0.53	  0.50
iOx159I		15	  2.59	  2.34
iKx236I		11	  1.17	  1.14
iGx313I		7	  1.52	  1.22
YNL328C	MDJ2	14	  0.56	  0.42
YNR011C	PRP2	14	  3.93	  3.82
YIL113W		9	  0.62	  0.52
YML036W		13	  0.76	  0.75
YMR119W		13	  0.88	  1.11
YGL199C		7	  0.73	  0.60
YOR302W		15	  0.72	  0.89
iJx279I		10	  0.83	  0.91
iBx433I		2	  0.65	  0.70
YCR025C		3	  0.46	
iPx385I		16	  0.74	  0.64
iLx462I		12	  0.40	  0.37
iFx022I		6	  0.64	  0.70
YLR096W	KIN2	12	  1.14	  1.21
YCL008C	STP22	3	  1.79	  2.32
YDL233W		4	  1.09	  1.13
iPx051I		16	  0.46	  0.42
YML037C		13	  0.80	  0.59
YIL114C	POR2	9	  0.62	  0.39
YDR316W		4	  0.88	  0.90
YNL262W	POL2	14	  0.91	  0.87
iPx117I		16	  0.47	
iGx582I		7	  0.53	  0.52
iEx065I		5	  0.60	  0.55
YLR097C		12	  2.07	  2.11
iOx094I		15	  0.70	  0.55
iKx171I		11	  1.09	  1.11
YDL234C	GYP7	4	  0.63	  0.58
YNL263C	YIF1	14	  0.53	  0.54
iKx237I		11	  1.59	  1.48
iGx314I		7	  1.48	  1.32
iMx420I		13	  0.51	  0.49
YNL329C	PEX6	14	  0.56	  0.55
YMR054W	STV1	13	  0.72	  0.73
YOR303W	CPA1	15	  0.84	  0.73
iBx434I		2	  1.07	  1.13
YCR026C		3	  0.68	  0.79
iBx100I		2	  0.87	  1.04
YDR251W	PAM1	4	  0.81	  0.75
iLx463I				  0.46
iPx386I		16	  0.84	  0.88
iFx023I		6	  1.17	  1.12
YHR174W	ENO2	8	  2.23	  2.25
YCL009C	ILV6	3	  2.45	  2.36
YMR055C	BUB2	13	  0.99	  1.02
iPx052I		16	  0.71	  0.68
YML038C	YMD8	13	  0.66	  0.62
