INAME	GENE	CHROMO	SIMR_UP2_226	SIMR_UP2_187FR
YOR176W	HEM15		0.9	1.05
YLR211C			2.89	0.34
YPL117C	IDI1		1.02	1.09
iOx608I			1.1	1.22
iDx490I			0.54	1.54
YER082C			2	0.58
iDx556I			0.51	2.17
iBx039I			0.5	2.11
YOL094C	RFC4		0.51	2.5
iLx068I			1.79	0.45
iHx145I			0.71	1.24
iDx222I			0.88	1.19
YOR177C			1.11	0.87
iNx251I			1.01	0.96
iNx317I			4.21	0.2
YJR028W			1.16	1.36
YPL051W	ARL3		1.73	0.75
iPx500I			0.63	1.37
YPR134W	MSS18		0.65	1.9
iGx188I			1.47	0.54
iMx294I			0.59	1.65
YEL065W	SIT1		2.56	0.49
YBL100C			0.53	1.56
YER148W	SPT15		1.85	0.5
YKL171W			1.79	0.77
iIx103I			0.6	2.61
iOx543I			0.82	1.14
iMx026I			0.66	1.23
YLR212C	TUB4		0.98	1.04
iDx491I			1.02	1.32
YER083C			0.66	1.88
iHx080I				0.58
iDx557I			0.43	2.34
YER149C	PEA2		1.82	0.48
YOL095C	HMI1		0.52	1.93
iLx069I			4.62	0.23
iHx146I			0.69	1.34
iDx223I			0.64	1.63
YOR178C	GAC1		0.75	1.35
YFR040W	SAP155		1.32	0.82
iNx252I			0.63	1.51
YFL023W			2.36	0.39
iNx318I			1.38	0.59
YJR029W			2.08	0.76
YPL052W			0.92	1.3
iPx501I			0.88	1.13
YPL118W	MRP51		1.19	0.84
iMx295I			0.58	1.81
YFR041C			2.43	0.52
YEL066W	HPA3		0.96	1.09
YER056C-A	RPL34A		0.59	1.73
YBL101C	ECM21		0.55	1.79
YFL024C				0.88
YKL172W	EBP2		0.9	1.37
YPL053C	KTR6		0.69	1.44
iIx104I			0.88	1.65
iOx544I			0.65	1.37
iMx027I			1.09	0.95
YPR136C			0.78	1.07
YLR213C	CRR1		0.47	2.01
iOx210I			0.85	1.01
YPL119C	DBP1		0.95	1.09
iDx492I			0.8	1.33
iHx081I			0.74	0.65
YEL067C			1.37	0.89
iDx558I			0.66	1.6
YOL096C	COQ3		0.56	2.06
iHx147I			1.81	0.52
iDx224I			1.1	1.02
YOR179C			0.51	1.96
iNx253I			0.87	1.17
iJx330I			0.53	1.88
YPR070W	MED1		0.64	1.86
iNx319I			1.14	0.87
iPx502I			2.41	0.46
iMx296I			2.59	0.48
YER084W			0.52	2.04
YFL025C	BST1		1.68	0.5
YGL250W			0.85	1.34
YKL173W	SNU114		0.57	2.17
iOx545I			0.86	0.78
iIx105I			1.35	0.98
iMx028I			0.8	1.22
iOx211I			0.74	1.62
iDx493I			0.61	1.77
YER085C			0.43	2.08
iHx082I			1.68	0.72
YEL068C			2.04	0.56
iDx559I			0.53	1.69
YOL097C	WRS1		0.53	1.87
YKL174C			0.96	1.19
YGL251C	HFM1		0.7	1.46
iHx148I			0.6	1.18
iDx225I			0.73	1.61
YFR042W			2.02	0.56
iNx254I			0.95	1.17
iJx331I			3.84	0.35
YBL102W	SFT2		0.71	1.25
YPR071W			0.99	1.13
YPL054W	LEE1		0.76	1.47
iPx503I			0.9	1.01
YPR137W	RRP9		0.84	0.86
YLR214W	FRE1		1.31	0.89
iMx297I			4.39	0.28
YFR043C			2.48	0.51
YBR120C	CBP6		3.44	0.31
YBL103C	RTG3		0.45	1.82
iOx480I			0.91	1.21
iIx040I			0.51	1.58
YPL055C			0.52	1.97
iOx546I			0.95	1.24
iMx029I			0.98	0.84
iIx106I			1.19	0.78
YPR138C	MEP3		1.04	1.11
YLR215C			1.61	0.81
iOx212I			1	0.86
iDx494I			0.75	1.32
iHx083I			1.09	0.7
iDx160I			0.65	1.25
YEL069C	HXT13		0.87	1.43
YOL098C			1.56	0.49
YGL252C	RTG2		2.39	0.45
iHx149I			0.46	1.8
iDx226I			1.98	0.45
iNx255I			2.92	0.3
iJx332I			1.55	0.63
YGR001C			2.76	0.36
YFL026W	STE2		1.56	0.54
YPR072W	NOT5		1.75	0.6
YIL015C-A			1.06	1.04
iPx504I			1.47	0.55
iMx298I			0.78	1.4
YER086W	ILV1		0.72	1.58
YFR044C			1.12	0.9
YBR121C	GRS1		1.3	0.85
YBL104C			0.48	2.14
iOx481I			0.71	1.23
iIx041I			1.62	0.87
YFL027C			0.66	1.41
YPR073C	LTP1		3.66	0.34
YKL175W			0.74	1.37
YPL056C			0.54	2.02
iOx547I			2.21	0.53
iIx107I			0.44	1.53
YPR139C			0.57	1.63
YLR216C	CPR6		0.77	1.61
iOx213I			0.96	1
iDx495I			0.71	1.21
iHx084I			1.3	0.54
iDx161I			1.85	0.53
iNx190I			0.72	1.32
YOL099C			4.39	0.2
YKL176C			0.88	1.35
iDx227I			2.8	0.34
iNx256I			2.69	0.31
iJx333I			0.67	1.56
YGR002C			2.46	0.46
YLR150W	STM1		3.17	0.4
iPx505I			0.63	1.65
iMx299I			0.67	1.5
YER087W			2.32	0.59
YBR122C	MRPL36		0.53	1.93
iOx482I			0.6	1.56
iIx042I			0.48	1.67
YGR270W	YTA7		0.55	1.34
YFL028C	CAF16		0.92	1.16
YBL105C	PKC1		0.47	0.87
YPR074C	TKL1		1.24	0.9
YLR151C			4.95	0.23
YGL253W	HXK2		2.22	0.57
YPL057C	SUR1		0.57	1.72
iIx108I			1.46	0.51
iOx214I			0.85	1.11
iDx496I			0.56	1.71
YER088C	DOT6		1.08	1.11
iHx085I			1.05	0.63
iDx162I			0.58	1.48
iNx191I			0.72	1.65
iDx228I			1.24	0.91
iNx257I			0.57	1.48
iJx334I			0.51	1.75
YFR045W			1.05	0.9
iPx440I			1.34	0.56
iPx506I			0.59	1.67
YLR217W			0.59	1.89
YBL040C	ERD2		0.91	0.97
YFR046C				0.9
YBR123C	TFC1		0.66	1.57
iIx043I			0.51	1.31
iOx483I			0.46	2.04
iEx120I			0.73	1.27
YGR271W			0.9	0.9
YBL106C	SRO77		0.93	0.95
YPR075C	OPY2		0.53	1.98
YLR152C			1.89	0.76
YGL254W	FZF1		0.52	2.34
YKL177W			1.05	0.85
YPL058C	PDR12		0.91	1.27
iOx549I			1.9	0.56
iIx109I			0.83	1.03
YLR218C			0.52	1.61
YGR003W			2.17	0.55
iOx215I			3.41	0.27
iDx497I			2.94	0.32
YER089C	PTC2		0.53	1.53
iHx086I			0.9	0.76
iDx163I			0.53	2.04
YGR272C			2.36	0.4
iNx192I			0.58	
YKL178C	STE3		0.93	1.27
iDx229I			0.66	1.7
iNx258I			0.42	1.81
iJx335I			0.86	1.11
iPx441I			0.71	1.25
iJx001I			1.33	1.17
YMR110C			2.99	0.39
iPx507I			0.5	1.73
YFR047C			0.64	1.62
iOx484I			0.58	1.82
iIx044I			0.7	1.21
iEx121I			1.3	0.78
YBL107C			0.77	1.22
YGL255W	ZRT1		0.49	1.97
iOx150I			0.93	1
YGR004W			3.72	0.32
iOx216I			1.32	0.71
iDx498I			0.57	2.07
YGL190C	CDC55		0.78	1.34
iHx087I			2.44	0.34
iDx164I			0.64	1.66
YGR273C			2.39	0.41
iNx193I			0.44	1.89
iJx270I			3.5	0.29
YBL041W	PRE7		0.72	1.15
YBR124W			0.56	1.59
iNx259I			0.46	1.46
iJx336I			0.67	1.44
YGR005C	TFG2		3.16	0.29
iPx442I			0.95	0.88
iJx002I			2.17	0.88
YPR076W			0.41	2.05
YMR111C			0.62	1.68
YPL059W	GRX5		1.29	0.77
iPx508I			0.66	1.42
YLR219W			0.68	1.55
YBL042C	FUI1		0.52	1.84
YBR125C	PTC4		0.57	1.96
iOx485I			0.6	1.65
iIx045I			0.81	1.06
iEx122I			1.69	0.66
YPR077C			0.48	2.18
YLR154C			0.96	1.21
YGL256W	ADH4		0.82	0.88
iOx151I			3.02	0.3
iOx217I			1.37	0.72
iDx499I			0.77	1.23
iHx088I			1.07	0.86
iDx165I			0.61	1.71
YGR274C	TAF145		1.17	1.08
iNx194I			0.5	1.6
iJx271I			0.66	1.62
YGL257C	MNT2		0.56	1.4
iJx337I			0.7	1.21
YFR048W			1.37	0.8
YBL108W			1.39	0.92
iPx443I			0.74	1.18
iLx520I			0.84	0.9
iJx003I			1.37	1
YMR112C	MED11		0.54	1.46
iPx509I			2.21	0.43
YNL320W			0.88	1.04
YBR060C	ORC2		0.4	2.01
YGL191W	COX13		1.14	0.96
YBR126C	TPS1		0.44	1.75
iOx486I			1.04	1.13
iIx046I			0.38	1.98
YPR078C			0.39	2.12
YLR155C	ASP3-1		0.74	1.68
iOx152I			2.67	0.4
YGR006W	PRP18		1.4	0.68
iOx218I			2.27	0.39
iHx089I			1.87	0.7
iDx166I			1.18	0.76
iNx195I			0.54	1.91
iJx272I			2.47	0.43
YBL043W	ECM13		0.6	1.74
iJx338I			1.21	1.15
YFR049W	YMR31		2.91	0.34
YBL109W			1.79	0.87
iPx444I			2.24	0.39
iLx521I			0.38	2.08
iJx004I			0.67	1.85
iPx110I			1.22	0.76
YNL321W			0.69	1.62
YBR061C			2.37	0.4
YGL192W	IME4		0.86	0.63
YBR127C	VMA2		0.53	1.52
iOx487I			1.18	0.88
iIx047I			0.53	1.49
iEx124I			4.57	0.26
YGR275W	RTT102		0.51	1.69
YDR310C	SUM1		0.8	1.22
YGL258W			0.91	1.45
iOx153I			1.09	0.97
iKx230I			0.68	1.46
YCL001W	RER1		1.04	1.18
YNL322C	KRE1		0.64	1.43
iOx219I			0.92	0.97
YML030W			0.7	1.23
YGR007W	MUQ1		2	0.46
YMR113W			0.84	1.11
YGL193C			0.97	1.19
iDx167I			0.64	1.39
YGR276C	RNH70		0.58	2.18
iNx196I			1.21	0.75
iJx273I			1.06	0.87
YBL044W			0.52	1.61
YCL002C			0.81	1
YLR090W	XDJ1		1.02	0.9
iJx339I			0.57	1.75
YGR008C	STF2		2.52	0.39
iPx445I			0.8	0.99
iLx522I			1.37	0.96
iJx005I			3.12	0.43
YPR079W			0.54	2.1
YLR156W			0.95	1.11
YMR114C			0.86	1.19
iPx111I				0.54
YBR062C			1.09	0.86
YBL045C	COR1		0.87	1.18
YBR128C	APG14		0.43	1.99
iOx488I			0.8	1.26
iIx048I			0.53	1.44
iEx125I			0.86	
YLR157C	ASP3-2		0.66	1.6
YGL259W	YPS5		0.63	1.46
iOx154I			0.43	2.13
iKx231I			1.21	0.87
YML031W	NDC1		0.75	1.7
YGL194C	HOS2		1.87	0.55
iDx168I			1.96	0.48
YGR277C			0.45	2.19
iNx197I			1.82	0.48
iJx274I			0.94	0.51
YCR020C	PET18		3.45	0.35
iPx380I			0.48	2.1
YLR091W			1.69	0.68
YGR009C	SEC9		2.66	0.37
YML032C	RAD52		1.41	0.59
YDR311W	TFB1		0.58	2.23
iLx523I			1.63	0.74
iJx006I			0.96	1.34
iPx446I	TOM5		0.66	1.13
iPx112I			1.73	0.41
YNL323W			0.59	1.61
YBR063C			0.75	1.23
iEx060I			0.96	1.44
YBR129C	OPY1		0.46	1.81
iOx489I			0.8	1.22
iIx049I			3.41	0.32
iEx126I			0.85	1.18
iOx155I			0.53	1.66
iKx232I			0.72	0.96
YMR115W			1.84	0.54
iDx169I			0.84	1
iJx275I			1.1	0.89
iNx198I			0.53	1.66
YBL046W			1.43	0.76
YCR021C	HSP30		1.52	0.72
iPx381I			0.5	1.86
YLR092W	SUL2		0.96	1.12
YMR050C			1.77	0.76
YDR312W	SSF2		1.67	0.81
iPx447I			0.57	1.27
iLx524I			1.04	0.97
iJx007I			0.81	1.39
YMR116C	ASC1		1.25	0.7
iPx113I			2.08	0.55
YNL324W			0.64	1.68
iEx061I			0.6	1.71
YBL047C			1.06	0.8
YLR093C	NYV1		0.79	1.47
YGL195W	GCN1		0.94	0.72
iOx090I			0.62	1.47
iEx127I			0.53	1.46
YGR278W			0.78	1.24
YDR313C	PIB1		2.2	0.57
iGx310I			1.23	0.72
iOx156I			0.58	1.68
iKx233I			0.92	0.89
YCL004W	PGS1		0.56	1.61
YNL325C	FIG4		0.69	1.7
YIL110W			3.1	0.41
YGR279C	SCW4		1.14	1.13
YBR064W			0.68	1.36
iNx199I			0.69	1.57
iJx276I			1.02	0.81
iBx430I			0.94	1.08
YCR022C			1.26	0.73
iPx382I			0.47	2.19
YHR170W	NMD3		0.59	1.7
YMR051C			1.22	1.42
YDL230W	PTP1		0.48	1.89
iPx448I			0.61	1.52
iLx525I			0.53	1.34
iJx008I			0.7	1.3
YLR159W			1.01	1.18
YMR117C	SPC24		0.39	2.11
iPx114I			2.02	0.69
YBR065C	ECM2		0.55	1.44
iEx062I			0.67	1.32
YLR094C	GIS3		0.41	1.9
YGL196W			0.63	1.7
iOx091I			0.75	0.97
YDL231C			0.94	1.23
iEx128I			0.65	1.45
YDR314C			0.48	1.59
YNL260C			2.33	0.36
iOx157I			0.84	1.1
iKx234I			0.5	2.28
iGx311I			1.57	0.55
YCL005W			0.69	1.36
YNL326C			1.99	0.79
YIL111W	COX5B		0.84	1.2
YML034W	SRC1		0.93	1.09
YOR300W			0.58	1.55
iJx277I			1.07	0.79
iBx431I			0.78	1.46
YCR023C			0.9	0.94
YBL048W			1.77	0.52
iPx383I			2.03	0.45
iLx460I			2.44	0.35
iFx020I			3.14	0.49
YHR171W	APG7		0.63	1.71
YCL006C			0.6	1.63
iJx009I				0.57
iPx449I			0.61	1.38
iLx526I			0.69	1.33
YMR118C			0.51	1.98
iPx115I			1.76	0.5
YBR066C	NRG2		0.43	1.82
iGx580I			0.66	1.65
iEx063I			1.46	0.6
YLR095C			0.74	1.56
YGL197W	MDS3		0.54	1.57
iOx092I			0.45	1.55
iEx129I			0.85	1.13
YDR315C	IPK1		0.39	1.9
iOx158I			0.92	1.04
iKx235I			0.86	1.19
iGx312I			1.4	0.68
YMR052W	FAR3		0.98	0.94
YIL112W			0.71	1.4
YOR301W	RAX1		0.53	1.97
iJx278I			0.39	1.57
YCR024C			0.59	1.4
YBL049W			1.46	0.61
iPx384I			0.95	1.27
iLx461I			2.92	0.34
iFx021I			1.44	0.62
YHR172W	SPC97		0.62	1.4
YCL007C	CWH36		0.76	1.27
YMR053C	STB2		0.7	1.5
YDL232W	OST4		1.53	0.55
iPx050I			0.48	1.93
iLx527I			1.1	0.63
YNL261W	ORC5		2.3	0.46
iPx116I			2.28	0.38
YNL327W	EGT2		1.5	0.79
YNR010W	CSE2		4.4	0.2
YBR067C	TIP1		0.77	1.28
iGx581I			0.84	1.3
iEx064I			2.99	0.27
YHR173C			0.57	1.81
YDR250C			0.51	1.66
YGL198W			0.51	2.11
iOx093I			0.37	2.17
iKx170I			0.7	1.3
iOx159I			3.19	0.32
iKx236I			1.78	0.51
iGx313I			1.44	0.66
YNL328C	MDJ2		0.57	1.87
YNR011C	PRP2		3.59	0.28
YIL113W			0.47	1.67
YML036W			1.01	0.93
YMR119W			1.46	
YGL199C			0.47	2.27
YOR302W			0.44	1.2
iJx279I				0.6
iBx433I			0.7	1.32
YCR025C			0.49	
YLR096W				0.66
iPx385I			0.67	1.36
iLx462I			0.44	2.02
iFx022I			0.45	1.63
YCL008C	STP22		1.15	1.12
YDL233W			1	1.16
iPx051I			0.46	1.54
YML037C			0.7	1.28
YIL114C	POR2		0.54	1.94
iLx528I			0.76	0.96
YDR316W			0.6	1.08
YNL262W	POL2		0.73	
iPx117I			0.49	1.45
YBR068C	BAP2		0.48	1.76
iGx582I			0.45	1.81
iEx065I			0.43	2.35
YLR097C			3.68	0.27
iOx094I			0.47	2.11
iKx171I			1.68	0.64
YDL234C	GYP7		0.51	1.31
YNL263C	YIF1		0.49	1.9
iKx237I			0.59	1.55
iGx314I			1.44	0.56
iMx420I			0.44	1.78
YNL329C	PEX6		1.06	1.23
YMR054W	STV1		1.02	1.12
YOR303W	CPA1		0.67	1.65
iBx434I			0.72	1.57
YCR026C			0.53	1.51
iBx100I			0.47	1.75
YDR251W	PAM1		0.94	1.25
iPx386I			0.73	1.2
iLx463I			0.51	2.25
iFx023I			1.22	0.66
YHR174W	ENO2		1.13	0.86
YCL009C	ILV6		0.82	1.28
YMR055C				0.85
iPx052I			0.77	1.18
YML038C	YMD8		1.44	0.78
YIL115C	NUP159		0.87	1.05
iLx529I			0.64	1.32
YDR317W			1.1	0.98
YNR012W	URK1		5.32	0.23
YBR069C	VAP1		0.53	1.28
iGx583I			1.01	0.96
iEx066I			0.94	0.94
iOx095I			0.4	1.85
iKx172I			1.62	0.49
YDL235C	YPD1		1.04	0.71
YNL264C	PDR17		0.89	1.21
iKx238I			0.58	1.83
iGx315I			0.54	1.28
iMx421I			2.06	0.55
YNR013C			3.43	0.35
YOR304W	ISW2		1.3	0.71
iBx435I			1.34	1.19
YCR027C	RSG1		0.52	1.64
iBx101I			0.52	1.6
YDR252W	BTT1		1.51	0.7
iPx387I			2.27	0.44
iLx464I			0.89	1.08
iFx024I			0.58	1.14
YHR175W	CTR2		1.32	0.99
YMR056C	AAC1		0.77	1.18
iPx053I			0.5	1.96
iLx130I			0.6	1.77
YDR318W	MCM21		1.03	1.13
iPx119I			0.64	1.25
iGx584I			0.56	2.03
iEx067I			0.4	1.99
YLR099C	ICT1		0.78	1.32
YDR253C	MET32		1.92	0.69
iGx250I			0.88	1
iOx096I			0.45	2
iKx173I			1.54	0.58
YNL265C	IST1		2.17	0.49
iGx316I			0.69	1.52
iKx239I			4.45	0.21
YIL050W	PCL7		0.47	2.34
iMx422I			0.61	1.63
YER007C-A			5.87	0.22
YIL116W	HIS5		1.37	0.73
YML039W			1.91	0.73
iBx370I			0.69	1.53
YOR305W			3.86	0.3
YDL170W	UGA3		0.82	1.15
YCR028C	FEN2		1.25	1.1
iBx102I			1.03	1.38
YIL051C	MMD1		0.49	2.12
iPx388I			1.2	1
iLx465I			0.45	1.84
iFx025I			0.96	0.45
YHR176W			0.92	1.07
YDL236W				0.99
YMR057C			0.78	0.91
iPx054I				1.45
iLx131I			0.73	1.57
YIL117C			0.76	1.08
YOR306C			2.19	0.55
YNR014W			0.92	0.67
YDL171C	GLT1		0.83	
iGx585I			0.4	1.91
iEx068I			1.53	0.55
iOx097I			0.35	2.22
iKx174I			1.13	0.87
iGx251I			1.02	1.04
iGx317I			0.73	1.26
iMx423I				1.07
YOR240W			0.66	1.56
iBx371I			0.47	1.71
YIL052C	RPL34B		0.5	1.46
iBx103I			0.85	0.97
iPx389I			1.8	0.51
iLx466I			0.6	1.53
iFx026I			2	0.39
iDx620I			0.67	1.55
YHR177W			0.68	1.75
YDR254W	CHL4		2.18	0.57
YDL237W			0.6	1.48
iPx055I			0.46	1.94
iLx132I			2.44	0.42
YNL266W			2.14	0.47
iAx080I			4.39	0.22
YOR307C	SLY41		0.71	1.85
YNR015W	SMM1		2.09	0.43
YDL172C			1.24	0.86
iGx586I			0.48	1.65
iEx069I			1.94	0.51
YDR255C			1.41	0.7
iOx098I			0.41	2.11
iKx175I			0.76	1.15
iGx252I			0.94	1.05
YDL238C			0.65	1.42
iGx318I			0.57	1.85
YJL010C			1.03	1.09
iMx424I			1.03	1.19
YMR058W	FET3		0.72	1.61
YNR016C	ACC1		0.78	0.92
YIL118W	RHO3		1.05	0.99
YOR241W			2.38	0.46
iBx372I			0.98	1.28
iLx467I			2.53	0.3
iFx027I			0.5	1.22
iDx621I			0.66	1.72
iBx104I			2.07	0.58
YHR178W	STB5		0.65	1.82
iPx056I			0.4	2.6
iLx133I			0.67	1.05
iHx210I			2.16	0.43
YIL119C	RPI1		0.84	1.45
YOR242C	SSP2		4.04	0.26
YNL267W	PIK1		1.03	0.97
iAx081I			1.2	0.69
YOR308C	SNU66		0.62	1.97
YDR190C	RVB1		1.7	0.7
iGx587I			2.55	0.34
YDR256C	CTA1		1.74	0.54
iOx099I			1.93	0.59
iKx176I			0.53	1.55
iGx253I			0.63	1.74
YDL239C			2.22	0.4
iGx319I			0.56	1.56
YIL053W	RHR2		0.62	1.45
YJL011C			1.14	0.9
iMx425I			1.48	0.68
YMR059W	SEN15		0.62	1.31
YPR200C	ARR2		0.5	1.73
iBx373I			0.62	1.71
YDL173W			1.34	0.77
iBx105I				0.66
iLx468I			1.33	0.67
iFx028I			0.62	1.4
iDx622I			1.02	0.69
YHR179W	OYE2		1.01	1.44
iPx057I			0.48	2.2
iLx134I			0.53	2
iHx211I			0.75	1.14
YOR243C			1.1	0.78
YNL268W	LYP1		0.49	2.42
iAx082I			1.21	0.65
YOR309C			0.99	1.05
YNR017W	MAS6		0.67	1.46
YDL174C				0.67
iGx588I			1.93	0.48
YDR257C	RMS1		1.48	0.73
iKx177I			0.54	1.61
iGx254I			1.42	0.67
iMx360I			0.76	1.64
YIL054W			0.51	1.78
YJL012C			1.15	1.24
iMx426I			2.58	0.34
YOL160W			0.9	0.86
iBx374I			1.88	0.54
iBx040I			0.99	1.14
YDR191W	HST4		1.08	1.21
YIL055C			1.81	0.55
iBx106I			1.87	0.84
iLx469I			0.43	1.87
iFx029I			0.57	1.89
iDx623I			0.74	1.32
YOL161C			0.98	0.61
iPx058I			1.05	1.03
iLx135I			0.66	1.59
iHx212I			0.72	1.21
YNL269W			0.38	2.36
iAx083I			1.58	0.62
YDR192C	NUP42		1.22	0.93
YNR018W			0.48	1.97
YDL175C			3.92	0.34
iGx589I			2.17	0.39
YPR201W	ARR3		0.54	1.97
YDR258C	HSP78		0.69	1.33
iKx178I			0.49	1.62
iGx255I			2.93	0.36
iMx361I			3.64	0.26
YJR030C			1.1	0.99
YJL013C	MAD3		3.18	0.28
iMx427I			0.98	1.05
YOR244W	ESA1		1.95	0.38
iBx375I			0.81	1.3
iBx041I			0.53	1.99
iLx070I			1.87	0.46
iDx624I			1.69	0.7
iBx107I			2.37	0.49
iPx059I			0.67	1.44
iLx136I			0.77	1
iHx213I			0.68	1.57
YOR245C			2.87	0.4
iAx084I			2.12	0.52
YNR019W	ARE2		1.01	1.22
iGx190I			0.65	1.41
YPR202W			0.82	1.82
YDR259C	YAP6		0.51	2.08
iKx179I			0.45	1.57
iGx256I			2.93	0.3
YER150W	SPI1		1.26	0.79
iMx362I			0.62	1.63
YIL056W			1.95	0.44
iMx428I			1.15	0.75
YOL162W			1.77	0.74
iBx376I			4.78	0.24
iBx042I			4.42	0.21
YDR193W			0.75	0.89
YER151C	UBP3		1.07	0.87
YDL176W			3.01	0.48
iLx071I			2.73	0.31
YIL057C			0.63	1.49
iDx625I			0.67	
iBx108I			0.87	1.39
YOR180C	DCI1		0.66	1.47
iLx137I			1	0.84
iHx214I			0.61	1.94
YOR246C			0.77	1.27
iNx320I			2.07	0.36
YJL014W	CCT3		3.28	0.28
iAx085I			1.81	0.55
YDR194C	MSS116		0.71	1.62
YPL120W	VPS30		1.6	0.65
iGx191I			0.57	1.36
YDL177C			1.14	1.05
YPR203W			0.72	1.64
iGx257I			1	1.18
iMx363I			0.64	1.54
YJL015C			1	0.85
iMx429I			0.93	1.04
YOL163W			1.24	0.97
YPL121C	MEI5		0.78	0.99
iBx377I			0.67	1.79
iDx560I			0.75	1.5
iBx043I			1.7	0.5
YER152C			0.59	1.45
iLx072I			2.72	0.3
iDx626I			0.92	1.25
iBx109I			0.63	1.35
iLx138I			1.52	0.46
iHx215I			0.75	1.25
iNx321I			3.04	0.23
YJR032W	CPR7		1.01	0.81
iAx086I			4.07	0.25
iGx192I			0.8	1.47
YPR204W			1.12	1.56
iGx258I			0.74	1.33
iCx001I			1.62	0.82
iMx364I			0.89	1.44
YJR033C			0.86	1.01
YIL058W			0.57	1.58
iMx030I			3.54	0.26
YOR181W	LAS17		1.14	0.88
YOL164W			0.53	1.82
YPL122C	TFB2		0.63	1.48
YOR247W	SRL1		1.2	0.92
iBx378I			0.83	1.15
iDx561I			1.56	0.67
iBx044I			0.61	1.77
YDR195W	REF2		0.84	1.14
YER153C	PET122		0.7	1.27
YDL178W	AIP2		0.77	1.22
iLx073I			1.45	0.65
iHx150I			0.83	1
YIL059C			0.8	1.28
iDx627I			1.61	0.7
YOR182C	RPS30B		1.01	0.95
YOL165C	AAD15		0.96	1.27
iLx139I			3.58	0.3
iHx216I			0.65	1.42
iNx322I			1.42	0.75
YJL016W			0.74	0.98
iAx087I			2.53	0.54
YDR196C			0.96	1.07
iGx193I			0.62	1.63
iGx259I			0.72	1.73
YEL070W			0.72	1.74
iCx002I			1.29	1.08
iMx365I			0.54	1.61
iMx031I			1.93	0.48
YPL123C	RNY1		2.35	0.53
YOR248W			1.25	0.81
iBx379I			0.76	1.57
iDx562I			4.13	0.22
iBx045I			0.58	2.16
YDL179W	PCL9		0.55	1.69
iLx074I			1.19	0.79
iHx151I			0.72	1.2
iDx628I			1.33	0.85
YOL166C			1.26	0.87
iHx217I			0.5	1.91
YOR249C	APC5		1.06	1.04
iNx323I			1.12	0.84
iJx400I			2.09	0.59
YJR034W	PET191		0.46	1.7
YJL017W			0.66	1.32
iAx088I			3.37	0.36
YPR140W			1.84	0.73
iGx194I			1.7	0.55
YEL071W			0.93	1.55
iCx003I			1.09	1.24
iMx366I			0.5	
YER154W	OXA1		1.88	0.53
iMx032I			0.83	1.22
YOR183W			0.54	1.53
YPR141C				0.68
iDx563I			1.13	1.05
iBx046I			0.68	
YDR197W	CBS2		2.12	0.56
YER155C				0.71
iLx075I			1.4	0.66
iHx152I			0.46	1.88
iDx629I			0.47	2
iHx218I			0.7	1.52
iNx324I			2.02	0.4
iJx401I			2.16	0.42
YJR035W	RAD26		0.98	0.7
YJL018W			0.52	1.51
iAx089I			2.48	0.32
YDR198C			1.67	0.66
iGx195I			2.28	0.39
YPL124W	NIP29		3.41	0.37
YEL072W			0.47	2.3
iCx004I			1	
iMx367I			0.6	1.69
YJR036C			1.04	0.84
iOx550I			0.49	2
iMx033I			0.41	2.04
iIx110I			3.89	0.27
YOR184W	SER1		0.52	1.86
YPR142C			0.91	1.36
YEL073C				0.74
iBx047I			0.77	0.95
iDx564I			0.51	1.83
YER156C			0.39	1.68
iLx076I			4.86	0.16
iHx153I			0.7	1.18
iDx230I			0.66	1.35
YOR185C	GSP2		0.56	2
iHx219I			1.1	0.88
YFL030W			2.5	0.45
iNx325I			1.72	0.6
iJx402I			1.68	0.68
YMR251W-A	HOR7		0.99	0.83
YJL019W			0.6	1.87
iGx196I			0.65	1.72
YPL125W			1.04	0.88
YER090W	TRP2		1.4	0.73
iCx005I			1.14	1.12
iMx368I			0.56	1.84
iOx551I			0.91	1.22
iMx034I			0.5	1.75
iIx111I			0.52	1.41
YER091C	MET6		1.53	0.73
iDx565I			0.53	1.73
iBx048I			0.71	1.24
YDR199W			0.73	1.51
iLx077I			1.06	0.99
iHx154I			2.99	0.24
iDx231I			1.54	0.65
iNx260I			0.67	1.27
YFL031W	HAC1		0.81	1.23
iNx326I			3.51	0.25
iJx403I			0.75	1.17
YJR037W			0.53	1.8
YPL060W			1.92	0.5
YPR143W			0.8	1.03
YLR220W	CCC1		2.22	0.57
iGx197I			0.71	1.57
YPL126W	NAN1		0.54	1.9
YEL074W			1.22	1.34
iMx369I			0.5	1.8
iCx006I			1.29	1
YER157W	SEC34		1.1	0.83
YKL180W	RPL17A		2.72	0.46
YJR038C			0.41	1.67
iOx552I			1.36	0.78
iMx035I			2.87	0.34
iIx112I			0.53	1.47
YPR144C			0.69	1.85
YLR221C			2.64	0.45
YPL127C	HHO1		0.72	1
YEL075C			0.79	1.9
iDx566I			0.5	2.18
iBx049I			0.47	2.31
YER158C			0.72	1.19
iLx078I			1.24	0.78
iHx155I			1.23	0.68
iDx232I			0.82	1.13
iNx261I			2.66	0.42
YFL032W			0.56	2.17
iNx327I			2.64	0.29
iJx404I			0.87	1.18
YPL061W	ALD6		0.78	1.28
iPx510I			0.91	1.17
iGx198I			0.89	0.97
YER092W			0.53	1.47
YFR050C	PRE4		1.86	0.61
YFL033C	RIM15		0.87	
iCx007I			1.23	1
YKL181W	PRS1		0.81	1.45
iOx553I			0.66	1.11
